Gene	beta	se2
ENSG00000000419	-0.469941427384	0.469006985881
ENSG00000000457	1.14343283995	0.0759459830529
ENSG00000000460	-0.0105578582587	0.0686946296823
ENSG00000000938	1.83415970567	0.287122827229
ENSG00000000971	-0.402089170491	0.474115580506
ENSG00000001036	1.06553551654	0.0431868094569
ENSG00000001084	0.523384591459	0.419089202417
ENSG00000001167	0.500086894506	0.581859666405
ENSG00000001460	1.16000988486	0.138632218112
ENSG00000001461	0.310124622069	0.250825407283
ENSG00000001561	0.184773806392	0.24246591159
ENSG00000001617	-1.11161917607	2.18185965035
ENSG00000001626	-0.120919962295	0.0167485851617
ENSG00000001629	-1.27029071816	2.1538882199
ENSG00000001630	0.351509107471	0.146121755131
ENSG00000001631	0.349289306964	0.309220211764
ENSG00000002016	1.45167904309	0.00146661584097
ENSG00000002330	-2.76544708134	2.03513037903
ENSG00000002549	-0.2254086189	0.271044346486
ENSG00000002586	-1.86401027255	2.08699831689
ENSG00000002587	-0.179323903786	0.82055427839
ENSG00000002726	0.37407347169	0.0905320162847
ENSG00000002745	0.971108550519	0.315193290764
ENSG00000002746	-0.325870415888	0.800041705628
ENSG00000002822	-0.162043833601	0.0668347250032
ENSG00000002834	0.498910101501	0.0278229227535
ENSG00000002919	-0.376755269388	0.33980978923
ENSG00000002933	0.567900670872	0.141791273083
ENSG00000003056	-0.7483065774	0.753664656532
ENSG00000003137	-0.890788711715	2.22226503189
ENSG00000003147	0.790973278485	0.355597819597
ENSG00000003249	-0.264028569647	0.346362106661
ENSG00000003393	0.137065173961	0.105357963267
ENSG00000003400	0.121526043575	0.046058435646
ENSG00000003402	1.86517677557	0.0945459086998
ENSG00000003436	-0.422133495899	0.784356985996
ENSG00000003509	-0.0258317240964	0.101546966867
ENSG00000003756	1.94904230776	0.202340332035
ENSG00000003987	-1.27342459367	0.430810977847
ENSG00000003989	-0.711088465647	0.454095650604
ENSG00000004059	-0.653741619594	2.28575608586
ENSG00000004139	0.311112221338	0.250825348037
ENSG00000004142	1.28942588161	1.33337603052
ENSG00000004399	0.10505082744	0.372713394002
ENSG00000004455	0.557261987348	0.227961683692
ENSG00000004468	-1.40445398333	0.305173455774
ENSG00000004478	-0.147778177439	0.49527959093
ENSG00000004487	-1.6427800202	2.10530539934
ENSG00000004534	0.700536204754	0.622263754716
ENSG00000004660	-0.153547933006	0.495279796108
ENSG00000004700	1.47847031946	0.0129250478798
ENSG00000004766	0.47728424053	0.317503606193
ENSG00000004777	-0.146926757059	0.354721553195
ENSG00000004779	0.190408090436	2.66670810656
ENSG00000004799	0.133708338522	0.0971051413261
ENSG00000004809	-0.698309850902	0.0689465453594
ENSG00000004838	-1.32681974168	0.71548870078
ENSG00000004846	-0.571513571748	0.0243677763491
ENSG00000004864	0.251068443861	0.0493084999936
ENSG00000004866	0.509877341209	0.419089636988
ENSG00000004897	-0.222182329352	0.0306394743873
ENSG00000004939	0.83492476073	0.467573931725
ENSG00000004948	0.341404412936	0.0956740936541
ENSG00000004975	0.647862307566	0.33991108103
ENSG00000005001	0.951120423736	0.685755739742
ENSG00000005007	-0.652827645319	2.285756269
ENSG00000005020	1.01747949284	0.271535053036
ENSG00000005059	0.768051952562	0.138280716316
ENSG00000005073	-0.91429168069	2.22226372352
ENSG00000005075	-0.777682617821	0.753665408148
ENSG00000005100	0.69655694692	0.0889305005245
ENSG00000005102	-0.559855218001	0.771972241256
ENSG00000005108	0.0746247451625	0.235913952344
ENSG00000005156	-1.02225846887	0.169154847334
ENSG00000005175	0.21601062348	0.205171106617
ENSG00000005187	-0.167648269667	0.00465397438484
ENSG00000005189	0.0135061680221	0.150475592083
ENSG00000005194	-0.967876295452	0.00245812198385
ENSG00000005238	0.20824986683	2.66671040965
ENSG00000005243	-1.15992104071	0.72385184145
ENSG00000005249	0.192851001962	2.6667082631
ENSG00000005339	-0.324404165429	2.40004181938
ENSG00000005379	-0.0761066516585	0.27940671066
ENSG00000005381	-2.96372766461	0.0700039304165
ENSG00000005421	1.54048506527	0.0391135585518
ENSG00000005436	1.42726315118	0.0281029564985
ENSG00000005448	-0.115354602762	0.166161708763
ENSG00000005469	-0.125150694428	0.0164571083998
ENSG00000005471	0.721333621914	0.149333691175
ENSG00000005483	-0.9387067878	0.116734323187
ENSG00000005486	1.28964755457	1.3333751768
ENSG00000005513	-0.361796998526	2.40004205857
ENSG00000005700	-1.03233409908	0.73122506397
ENSG00000005801	-0.749858806378	0.75366465293
ENSG00000005810	0.483423639919	0.222853318725
ENSG00000005812	-0.372955149764	0.339810873222
ENSG00000005844	0.56547780611	0.156587053048
ENSG00000005882	0.772631253639	0.213375767512
ENSG00000005884	0.0495892713644	0.286780113557
ENSG00000005955	-1.5455470165	2.11768882565
ENSG00000005961	0.989720740496	0.0997378042803
ENSG00000005981	0.369430655065	0.096404595767
ENSG00000006007	-0.54958881292	0.178579472639
ENSG00000006016	-0.0683514285532	0.359829984225
ENSG00000006025	0.387372005534	0.187429354931
ENSG00000006042	0.506619880266	0.581861108701
ENSG00000006047	0.135373474306	2.66670922414
ENSG00000006059	0.945643187822	0.0412319590278
ENSG00000006071	-0.163425253262	0.0915071947816
ENSG00000006074	1.76782006421	0.249125708024
ENSG00000006075	-1.65624350206	0.701795848061
ENSG00000006114	2.47647780282	0.124265280789
ENSG00000006118	0.886104027611	0.159796820527
ENSG00000006125	-1.83852496171	2.08699900315
ENSG00000006128	0.194957018134	2.66670847888
ENSG00000006194	1.62014318007	0.0839099154939
ENSG00000006210	-0.329201554006	0.800041714021
ENSG00000006282	-0.783104853346	0.150182082888
ENSG00000006283	0.40752783977	0.104885286669
ENSG00000006327	0.178449484907	2.66670824667
ENSG00000006377	-1.42596671832	2.13337881958
ENSG00000006432	0.07313895035	0.235914010831
ENSG00000006453	-0.257198825543	0.346362051965
ENSG00000006459	0.20969832059	0.888931496307
ENSG00000006468	-2.10126828034	2.06900742128
ENSG00000006530	-1.6153365487	0.703072130636
ENSG00000006534	1.59731573978	0.315193059435
ENSG00000006555	3.28610604747	0.0985597138302
ENSG00000006576	-0.132335558376	0.49528044215
ENSG00000006606	-2.61077982683	0.0385499213511
ENSG00000006607	0.0256533817215	0.0351612042303
ENSG00000006611	-0.842902551134	0.131674642631
ENSG00000006625	1.66862496311	0.109002689042
ENSG00000006634	0.290548293801	0.391019100884
ENSG00000006638	0.367299501555	0.403403658774
ENSG00000006652	-0.32247069611	0.800041562261
ENSG00000006659	2.72408262356	0.190251343132
ENSG00000006695	0.331167630098	0.553887651121
ENSG00000006704	0.773875102856	0.355597182963
ENSG00000006712	0.399529337327	0.403402808077
ENSG00000006715	0.187543724969	0.0590851953937
ENSG00000006740	1.30505503689	0.363679349539
ENSG00000006744	-0.169270215009	0.0795952990542
ENSG00000006747	0.63088995467	0.0531485896444
ENSG00000006788	1.25210475496	0.00939194927868
ENSG00000006831	0.789593698502	1.06670876694
ENSG00000006837	-0.411851351653	0.18128695011
ENSG00000007001	1.77770192932	0.0347923573619
ENSG00000007038	0.297592831377	0.211030466829
ENSG00000007047	-0.914873807283	2.22226372741
ENSG00000007062	-0.914880960805	0.088776082832
ENSG00000007080	-0.670273228449	2.28575609615
ENSG00000007129	1.50407713721	0.0736449642355
ENSG00000007168	-0.65881804285	2.28575584009
ENSG00000007171	-0.168658312971	0.107200486333
ENSG00000007174	0.222312102392	0.0185854250312
ENSG00000007202	0.663022433664	0.0787209585277
ENSG00000007216	0.486286499191	0.0526655495275
ENSG00000007237	1.11416500929	0.175279644914
ENSG00000007255	1.07694044717	0.212927364694
ENSG00000007264	-0.333166263804	0.266708769922
ENSG00000007306	-0.327343188434	0.0143960216938
ENSG00000007312	2.89593966944	2.40004146247
ENSG00000007314	-0.99545939484	0.440858260681
ENSG00000007341	0.0704877020949	0.0892097545091
ENSG00000007372	1.28884823595	1.33337478285
ENSG00000007376	-1.25889599666	0.239963351079
ENSG00000007384	0.147248925465	0.139203151499
ENSG00000007392	-0.444504815629	0.784355279958
ENSG00000007402	-1.659116955	2.10530464983
ENSG00000007516	-0.409026714895	0.0948566846927
ENSG00000007520	-0.909042700747	0.44448631627
ENSG00000007541	0.297548822075	0.0483748015403
ENSG00000007545	-0.560050848983	0.771971335351
ENSG00000007866	-0.660369567894	2.28575578512
ENSG00000007908	-0.205733265355	0.222676343013
ENSG00000007923	-1.30376045759	0.717990818071
ENSG00000007933	0.459918221286	0.0297099400326
ENSG00000007944	0.189923700916	0.533374792378
ENSG00000007968	0.50856262448	0.419090015034
ENSG00000008018	0.187510342143	2.66670812984
ENSG00000008083	-0.66389035469	0.76194664706
ENSG00000008118	-3.13091600929	0.404907756143
ENSG00000008128	0.141472989793	0.0214703507566
ENSG00000008130	-0.136269244207	0.276318377266
ENSG00000008196	-0.657536779751	2.28575572871
ENSG00000008197	1.79901657592	1.06670812341
ENSG00000008226	-0.264718689853	0.0285585899631
ENSG00000008256	-1.10927178364	2.18185964816
ENSG00000008277	-0.525159191435	0.33226777332
ENSG00000008282	0.706828184858	0.622264086849
ENSG00000008283	0.687738067168	0.622264054192
ENSG00000008294	0.70215935944	0.622264047894
ENSG00000008300	0.484334666139	0.126213957656
ENSG00000008311	0.634817907131	0.082264616292
ENSG00000008323	0.673053394665	0.0194005135145
ENSG00000008324	1.08912483498	0.404082125708
ENSG00000008382	-0.0517529918409	0.505305179304
ENSG00000008394	4.66069402323	0.188169287025
ENSG00000008405	0.543169885744	0.139724907181
ENSG00000008438	-0.915356372157	0.740782439967
ENSG00000008441	1.79929539614	1.06670811687
ENSG00000008513	-0.659112981577	2.28575581704
ENSG00000008516	-0.532625675871	0.0863861813491
ENSG00000008517	-0.116017146557	0.118809684495
ENSG00000008710	-0.861059292868	0.131674878273
ENSG00000008735	-1.85661633837	2.08699896433
ENSG00000008838	-0.166580879594	0.0987336086132
ENSG00000008853	0.0619562374825	0.517688576761
ENSG00000008869	-0.155630884064	0.0987336148147
ENSG00000008952	0.178825853906	2.66670835984
ENSG00000008988	2.89590699773	2.40004150051
ENSG00000009307	0.77739178773	1.06670820281
ENSG00000009335	-0.0412085875771	0.359830825349
ENSG00000009413	-0.828005162507	0.746708431762
ENSG00000009709	-0.329240143088	0.800041536762
ENSG00000009724	0.445535202162	0.0391355808784
ENSG00000009765	-2.65262395122	0.185412093325
ENSG00000009780	-0.0515765379301	0.35983033983
ENSG00000009790	-0.655187874401	0.254010057553
ENSG00000009830	0.394766204901	0.112828515771
ENSG00000009844	-1.08102853733	2.1818608997
ENSG00000009950	0.160435735939	0.380994842273
ENSG00000009954	-1.92567697237	2.08004168152
ENSG00000010017	0.980886116434	0.685757466135
ENSG00000010030	0.661882900821	0.122595298964
ENSG00000010072	-0.319039148531	0.480041604628
ENSG00000010165	-1.61601359332	0.422019560391
ENSG00000010219	2.59325761596	0.0323273185277
ENSG00000010244	0.198818787678	0.380994243643
ENSG00000010256	-0.602436058711	0.460647623572
ENSG00000010270	0.437026793259	0.952422508661
ENSG00000010278	-0.907096935495	2.22226375611
ENSG00000010282	0.763397037979	0.109823643871
ENSG00000010292	-0.410922321893	0.0607132174101
ENSG00000010295	-1.04610455061	0.313925028888
ENSG00000010310	0.478461294067	0.0743122794853
ENSG00000010318	1.29017190103	0.307733911642
ENSG00000010319	0.647682267409	0.0485945205056
ENSG00000010322	-1.85567528657	0.695694026967
ENSG00000010327	-0.956801108211	0.0471301561591
ENSG00000010361	0.384017202068	0.255934251757
ENSG00000010379	-0.645034081953	0.0125570350203
ENSG00000010539	0.782018933985	0.15242278073
ENSG00000010610	-1.05248099507	0.731224387891
ENSG00000010626	0.852922920408	0.0998632841659
