Gene	beta	se2
ENSG00000000419	0.15882411227	0.735742750992
ENSG00000000457	-1.60873939932	2.03519965858
ENSG00000000460	-1.39482967022	0.681376313143
ENSG00000000938	0.0295016046221	2.18192880609
ENSG00000000971	-0.870735733385	2.07418480902
ENSG00000001036	-1.12429270181	0.685827689995
ENSG00000001084	-0.283897191083	2.13344406555
ENSG00000001167	0.0299949233816	2.18192876794
ENSG00000001460	0.609538231131	0.464627932261
ENSG00000001461	-0.946731365106	2.06907674575
ENSG00000001561	-1.07086851164	2.06071736823
ENSG00000001617	0.0292232284327	2.18192884234
ENSG00000001626	1.37369335426	0.012966614314
ENSG00000001629	0.96018297772	0.820624279751
ENSG00000001630	-1.46176592933	2.04092833889
ENSG00000001631	-0.708228697436	2.08706709099
ENSG00000002016	1.07319200979	0.00393837876658
ENSG00000002330	-0.515457671621	0.701869221758
ENSG00000002549	0.323684445857	0.448891277226
ENSG00000002586	-0.722453497171	2.08706790983
ENSG00000002587	-0.137716778438	2.15395673463
ENSG00000002726	-0.816371078543	0.692752820066
ENSG00000002745	-0.287778542499	2.13344455313
ENSG00000002746	-0.280203935771	2.1334449406
ENSG00000002822	-2.63440213448	2.01285024108
ENSG00000002834	-1.06167210346	0.294559808316
ENSG00000002919	-1.18313532647	2.05416457376
ENSG00000002933	-0.237489123561	0.713289131027
ENSG00000003056	0.391181518457	0.753733750507
ENSG00000003137	0.256796389479	2.2223374849
ENSG00000003147	-0.278985886877	2.13344495248
ENSG00000003249	-1.07188967993	2.06071722967
ENSG00000003393	-0.842981067388	0.692093877634
ENSG00000003400	0.051350455112	0.128687435604
ENSG00000003402	-1.07264545628	2.06071678418
ENSG00000003436	-0.413726792397	2.11775936401
ENSG00000003509	-2.10670720813	2.02161613798
ENSG00000003756	-0.279822710811	2.13344383783
ENSG00000003987	-1.74142013029	2.03088080326
ENSG00000003989	-0.0822160086011	0.720831681808
ENSG00000004059	0.490981933305	2.28582631705
ENSG00000004139	-0.945353708935	2.06907664244
ENSG00000004142	1.31594422537	2.6667790172
ENSG00000004399	1.24568678647	0.372784564477
ENSG00000004455	0.230674538083	0.740851293083
ENSG00000004468	-2.21150002248	2.01952855526
ENSG00000004478	-0.61739788796	2.09534874445
ENSG00000004487	-0.512708673092	2.10537500539
ENSG00000004534	0.23107590296	2.22233299604
ENSG00000004660	-0.619204402614	2.09534961104
ENSG00000004700	-0.391689858044	0.124776810717
ENSG00000004766	-0.611176408031	2.09535083222
ENSG00000004777	0.156869870948	0.735744479927
ENSG00000004779	1.32975829588	2.66677713623
ENSG00000004799	-2.03810381569	2.02310064242
ENSG00000004809	-3.05770524459	2.00840990192
ENSG00000004838	-1.28313890318	2.04889154775
ENSG00000004846	-2.89351336387	0.670051173054
ENSG00000004864	-0.670861324154	0.298728571465
ENSG00000004866	0.803247664311	0.800111894676
ENSG00000004897	-0.38734032357	0.092349490404
ENSG00000004939	0.0289008518795	2.18192874405
ENSG00000004948	-0.792134822568	0.693444699331
ENSG00000004975	-0.40040661573	2.11775940482
ENSG00000005001	2.42872142402	0.571539240075
ENSG00000005007	0.487327189355	2.28582635003
ENSG00000005020	0.691006264037	0.784425272956
ENSG00000005059	-1.23630978807	2.05139367538
ENSG00000005073	0.227817345707	2.2223330479
ENSG00000005075	-0.731239457429	2.08706921181
ENSG00000005100	-0.109439470335	0.431856977458
ENSG00000005102	-0.517891788348	2.1053763205
ENSG00000005108	-1.18105460554	2.05416555161
ENSG00000005156	-1.3487335102	0.682044620086
ENSG00000005175	-1.23072379993	2.05139461788
ENSG00000005187	-0.270331918296	0.0138894946198
ENSG00000005189	-1.68273474611	2.03289772821
ENSG00000005194	-0.225983245182	0.0036260790403
ENSG00000005238	1.38404662013	2.66678754811
ENSG00000005243	-1.13259284495	2.05725441906
ENSG00000005249	1.32891923228	2.66677725601
ENSG00000005339	0.814112737176	2.40011133791
ENSG00000005379	-1.12793590453	2.05725436541
ENSG00000005381	0.450792348989	0.00833114578648
ENSG00000005421	-2.08397366235	2.02208858341
ENSG00000005436	-1.38301785603	0.681593632939
ENSG00000005448	-1.68407513474	2.0328974924
ENSG00000005469	-2.07485774175	0.288995890572
ENSG00000005471	-0.085738144972	0.720831408698
ENSG00000005483	-0.3474911359	0.193360111392
ENSG00000005486	1.33343208352	2.66677853432
ENSG00000005513	0.793358316499	2.40011311287
ENSG00000005700	-1.00546040153	2.06462760438
ENSG00000005801	-0.70876378721	2.08706707333
ENSG00000005810	1.45567057435	0.250894682677
ENSG00000005812	0.771190580679	0.339882290922
ENSG00000005844	0.372652751703	0.451393840207
ENSG00000005882	-0.802205806747	2.08011241222
